idx1,idx2,id_1,authors_1,title_1,venue_name_1,venue_vol_1,venue_date_1,blocking_key_1,id_2,authors_2,title_2,venue_name_2,venue_vol_2,venue_date_2,blocking_key_2
79,72,fahlman1979a,fahlman,netl: a system for representing and using real-world knowledge.,,,1979.0,N3F41979,fahlman1979a,fahlman,netl: a system for representing and using real-world knowledge.,,,1979.0,N3F41979
79,73,fahlman1979a,fahlman,netl: a system for representing and using real-world knowledge.,,,1979.0,N3F41979,fahlman1979a,fahlman,netl: a system for representing and using real-world knowledge.,,,1979.0,N3F41979
79,74,fahlman1979a,fahlman,netl: a system for representing and using real-world knowledge.,,,1979.0,N3F41979,fahlman1979a,fahlman,"netl: a system for representing and using real world knowledge,",,,1979.0,N3F41979
79,75,fahlman1979a,fahlman,netl: a system for representing and using real-world knowledge.,,,1979.0,N3F41979,fahlman1979a,fahlman,"netl: a system for representing and using real world knowledge,",,,1979.0,N3F41979
79,76,fahlman1979a,fahlman,netl: a system for representing and using real-world knowledge.,,,1979.0,N3F41979,fahlman1979a,fahlman,"netl: a system for representing and using real world knowledge,",,,1979.0,N3F41979
79,77,fahlman1979a,fahlman,netl: a system for representing and using real-world knowledge.,,,1979.0,N3F41979,fahlman1979a,fahlman,"netl: a system for representing and using real world knowledge, cam-bridge:",,,1979.0,N3F41979
79,78,fahlman1979a,fahlman,netl: a system for representing and using real-world knowledge.,,,1979.0,N3F41979,fahlman1979a,fahlman,"netl: a system for representing and using real world knowledge,",,,1979.0,N3F41979
81,67,fahlman1979a,s. e. fahlman.,netl : a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. e. fahlman.,netl: a system for representing and using real world knowledge.,,,1979.0,N3S11979
84,83,fahlman1979a,scott e. fahlman.,a system for representing and using real-world knowledge.,,,1979.0,A2S31979,fahlman1979a,scott e. fahlman.,a system for representing and using real-world knowledge.,,,1979.0,A2S31979
85,80,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979
86,67,fahlman1979a,s. fahlman,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. e. fahlman.,netl: a system for representing and using real world knowledge.,,,1979.0,N3S11979
86,81,fahlman1979a,s. fahlman,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. e. fahlman.,netl : a system for representing and using real-world knowledge.,,,1979.0,N3S11979
87,80,fahlman1979a,scott e. fahlman.,netl: a system for representing real world knowledge.,,,1979.0,N3S31979,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979
87,85,fahlman1979a,scott e. fahlman.,netl: a system for representing real world knowledge.,,,1979.0,N3S31979,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979
88,80,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979
88,85,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979
88,87,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979,fahlman1979a,scott e. fahlman.,netl: a system for representing real world knowledge.,,,1979.0,N3S31979
89,67,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. e. fahlman.,netl: a system for representing and using real world knowledge.,,,1979.0,N3S11979
89,81,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. e. fahlman.,netl : a system for representing and using real-world knowledge.,,,1979.0,N3S11979
89,86,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. fahlman,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979
90,80,fahlman1979a,scott e fahlman.,"netl, a system for representing and using real-world knowledge.",,,1979.0,N3S31979,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979
90,85,fahlman1979a,scott e fahlman.,"netl, a system for representing and using real-world knowledge.",,,1979.0,N3S31979,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979
90,87,fahlman1979a,scott e fahlman.,"netl, a system for representing and using real-world knowledge.",,,1979.0,N3S31979,fahlman1979a,scott e. fahlman.,netl: a system for representing real world knowledge.,,,1979.0,N3S31979
90,88,fahlman1979a,scott e fahlman.,"netl, a system for representing and using real-world knowledge.",,,1979.0,N3S31979,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979
92,67,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. e. fahlman.,netl: a system for representing and using real world knowledge.,,,1979.0,N3S11979
92,81,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. e. fahlman.,netl : a system for representing and using real-world knowledge.,,,1979.0,N3S11979
92,86,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. fahlman,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979
92,89,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979
94,67,fahlman1979a,s.e. fahlman.,"netl: a system for representing and using real world knowledge,",,,1979.0,N3S11979,fahlman1979a,s. e. fahlman.,netl: a system for representing and using real world knowledge.,,,1979.0,N3S11979
94,81,fahlman1979a,s.e. fahlman.,"netl: a system for representing and using real world knowledge,",,,1979.0,N3S11979,fahlman1979a,s. e. fahlman.,netl : a system for representing and using real-world knowledge.,,,1979.0,N3S11979
94,86,fahlman1979a,s.e. fahlman.,"netl: a system for representing and using real world knowledge,",,,1979.0,N3S11979,fahlman1979a,s. fahlman,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979
94,89,fahlman1979a,s.e. fahlman.,"netl: a system for representing and using real world knowledge,",,,1979.0,N3S11979,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979
94,92,fahlman1979a,s.e. fahlman.,"netl: a system for representing and using real world knowledge,",,,1979.0,N3S11979,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979
95,67,fahlman1979a,s.e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. e. fahlman.,netl: a system for representing and using real world knowledge.,,,1979.0,N3S11979
95,81,fahlman1979a,s.e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. e. fahlman.,netl : a system for representing and using real-world knowledge.,,,1979.0,N3S11979
95,86,fahlman1979a,s.e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. fahlman,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979
95,89,fahlman1979a,s.e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979
95,92,fahlman1979a,s.e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979
95,94,fahlman1979a,s.e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s.e. fahlman.,"netl: a system for representing and using real world knowledge,",,,1979.0,N3S11979
96,67,fahlman1979a,s. fahlman,"netl: a system for representing and using real world knowledge,",,,1979.0,N3S11979,fahlman1979a,s. e. fahlman.,netl: a system for representing and using real world knowledge.,,,1979.0,N3S11979
96,81,fahlman1979a,s. fahlman,"netl: a system for representing and using real world knowledge,",,,1979.0,N3S11979,fahlman1979a,s. e. fahlman.,netl : a system for representing and using real-world knowledge.,,,1979.0,N3S11979
96,86,fahlman1979a,s. fahlman,"netl: a system for representing and using real world knowledge,",,,1979.0,N3S11979,fahlman1979a,s. fahlman,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979
96,89,fahlman1979a,s. fahlman,"netl: a system for representing and using real world knowledge,",,,1979.0,N3S11979,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979
96,92,fahlman1979a,s. fahlman,"netl: a system for representing and using real world knowledge,",,,1979.0,N3S11979,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979
96,94,fahlman1979a,s. fahlman,"netl: a system for representing and using real world knowledge,",,,1979.0,N3S11979,fahlman1979a,s.e. fahlman.,"netl: a system for representing and using real world knowledge,",,,1979.0,N3S11979
96,95,fahlman1979a,s. fahlman,"netl: a system for representing and using real world knowledge,",,,1979.0,N3S11979,fahlman1979a,s.e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979
97,67,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. e. fahlman.,netl: a system for representing and using real world knowledge.,,,1979.0,N3S11979
97,81,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. e. fahlman.,netl : a system for representing and using real-world knowledge.,,,1979.0,N3S11979
97,86,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. fahlman,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979
97,89,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979
97,92,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979
97,94,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s.e. fahlman.,"netl: a system for representing and using real world knowledge,",,,1979.0,N3S11979
97,95,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s.e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979
97,96,fahlman1979a,s. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S11979,fahlman1979a,s. fahlman,"netl: a system for representing and using real world knowledge,",,,1979.0,N3S11979
98,80,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979
98,85,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979
98,87,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979,fahlman1979a,scott e. fahlman.,netl: a system for representing real world knowledge.,,,1979.0,N3S31979
98,88,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979
98,90,fahlman1979a,scott e. fahlman.,netl: a system for representing and using real-world knowledge.,,,1979.0,N3S31979,fahlman1979a,scott e fahlman.,"netl, a system for representing and using real-world knowledge.",,,1979.0,N3S31979
105,103,fahlman1987a,fahlman; s. and hinton,connectionist architectures for artificial intelligence.,Computer,20,1987.0,C5F41987,fahlman1987a,fahlman; s. and hinton,connectionist architectures for artificial intelligence.,Computer,20,1987.0,C5F41987
108,107,fahlman1988a,fahlman,faster-learning variations on back-propagation.,T.,,1988.0,F2F41988,fahlman1988a,fahlman,faster-learning variations on backpropagation: an empirical study.,Proc. of the Connectionist Model Summer School.,,1988.0,F2F41988
